"id","titulo","ano","issn","titulo_serie","editora","autor","url"
"9780123749765","Medical Device Technologies",2012,,,"Academic Press",,"http://www.sciencedirect.com/science/book/9780123749765"
"9781933762371","The Planning Guide to Piping Design",2011,,,"Gulf Publishing Company",,"http://www.sciencedirect.com/science/book/9781933762371"
"9780124158313","Epigenetic Principles of Evolution",2012,,,"Elsevier",,"http://www.sciencedirect.com/science/book/9780124158313"
"9780124160170","Handbook of Solid Phase Microextraction",2012,,,"Elsevier",,"http://www.sciencedirect.com/science/book/9780124160170"
"9780123859631","GPU Computing Gems Jade Edition",2011,,"Applications of GPU Computing Series","Morgan Kaufmann",,"http://www.sciencedirect.com/science/book/9780123859631"
"9780123864529","Smart Grid",2012,,,"Academic Press",,"http://www.sciencedirect.com/science/book/9780123864529"
"9781437778175","Ceramic Thick Films for MEMS and Microdevices",2011,,"Micro and Nano Technologies","William Andrew Publishing",,"http://www.sciencedirect.com/science/book/9781437778175"
"9780123694973","The Mouse Nervous System",2012,,,"Academic Press",,"http://www.sciencedirect.com/science/book/9780123694973"
"9780123814319","Neuroscience of Preference and Choice",2012,,,"Academic Press",,"http://www.sciencedirect.com/science/book/9780123814319"
"9780123859730","Addiction Neuroethics",2012,,,"Academic Press",,"http://www.sciencedirect.com/science/book/9780123859730"
"9780444529367","Inductive Logic",2011,"1874-5857","Handbook of the History of Logic","North-Holland",,"http://www.sciencedirect.com/science/book/9780444529367"
"9780123918758","The World’s Health Care Crisis",2011,,,"Elsevier",,"http://www.sciencedirect.com/science/book/9780123918758"
"9780444537904","Handbook of Benzoxazine Resins",2011,,,"Elsevier",,"http://www.sciencedirect.com/science/book/9780444537904"
"9780123878212","Explorations into a Dynamic Process-Oriented Soil Science",2011,,,"Elsevier",,"http://www.sciencedirect.com/science/book/9780123878212"
"9780080969022","Reliability, Maintainability and Risk (Eighth Edition)",2011,,,"Butterworth-Heinemann",,"http://www.sciencedirect.com/science/book/9780080969022"
"9780123860279","Streamline Numerical Well Test Interpretation",2011,,,"Gulf Professional Publishing",,"http://www.sciencedirect.com/science/book/9780123860279"
"9780123852397","The Four Colors of Business Growth",2011,,,"Academic Press",,"http://www.sciencedirect.com/science/book/9780123852397"
"9780123869098","Strategy and Statistics in Clinical Trials",2011,,,"Academic Press",,"http://www.sciencedirect.com/science/book/9780123869098"
"9780123819840","Handbook of Traffic Psychology",2011,,,"Academic Press",,"http://www.sciencedirect.com/science/book/9780123819840"
"9780323066129","Smith's Anesthesia for Infants and Children (Eighth Edition)",2011,,,"Mosby",,"http://www.sciencedirect.com/science/book/9780323066129"
"9780702031472","Blood and Bone Marrow Pathology (Second Edition)",2011,,,"Churchill Livingstone",,"http://www.sciencedirect.com/science/book/9780702031472"
"9781416037798","Pain Procedures in Clinical Practice (Third Edition)",2011,,,"Hanley & Belfus",,"http://www.sciencedirect.com/science/book/9781416037798"
"9781416065814","Textbook of Pediatric Rheumatology (Sixth Edition)",2011,,,"W.B. Saunders",,"http://www.sciencedirect.com/science/book/9781416065814"
"9781437703269","Fundamentals of Sleep Medicine",2012,,,"W.B. Saunders",,"http://www.sciencedirect.com/science/book/9781437703269"
"9780323077385","Clinical Skills for Pharmacists (Third Edition)",2012,,,"Mosby",,"http://www.sciencedirect.com/science/book/9780323077385"
"9781416049784","Functional Movement Development Across the Life Span (Third Edition)",2012,,,"W.B. Saunders",,"http://www.sciencedirect.com/science/book/9781416049784"
"9781416099796","Clinical Veterinary Advisor: The Horse",2011,,,"W.B. Saunders",,"http://www.sciencedirect.com/science/book/9781416099796"
"9780702031311","Clinical Ultrasound  (Third Edition)",2011,,,"Churchill Livingstone",,"http://www.sciencedirect.com/science/book/9780702031311"
"9781437716153","Cryoablation of Cardiac Arrhythmias",2011,,,"W.B. Saunders",,"http://www.sciencedirect.com/science/book/9781437716153"
"9780323045834","Whiplash",2012,,,"Mosby",,"http://www.sciencedirect.com/science/book/9780323045834"
"9780443067341","Performance Psychology",2011,,,"Churchill Livingstone",,"http://www.sciencedirect.com/science/book/9780443067341"
"9781437707403","Physical Therapy of the Shoulder (Fifth Edition)",2012,,,"Churchill Livingstone",,"http://www.sciencedirect.com/science/book/9781437707403"
"9781437778854","Developments in Surface Contamination and Cleaning: Methods for Removal of Particle Contaminants",2011,,,"William Andrew Publishing",,"http://www.sciencedirect.com/science/book/9781437778854"
"9780123741707","Carboranes (Second Edition)",2011,,,"Academic Press",,"http://www.sciencedirect.com/science/book/9780123741707"
"9780123854896","4G LTE/LTE-Advanced for Mobile Broadband",2011,,,"Academic Press",,"http://www.sciencedirect.com/science/book/9780123854896"
"9780123851369","Energy, Sustainability and the Environment",2011,,,"Butterworth-Heinemann",,"http://www.sciencedirect.com/science/book/9780123851369"
"9780123852045","Metal Fatigue Analysis Handbook",2012,,,"Butterworth-Heinemann",,"http://www.sciencedirect.com/science/book/9780123852045"
"9780323073073","Pediatric Critical Care (Fourth Edition)",2011,,,"Mosby",,"http://www.sciencedirect.com/science/book/9780323073073"
"9780702039355","Tropical Infectious Diseases (Third Edition)",2011,,,"W.B. Saunders",,"http://www.sciencedirect.com/science/book/9780702039355"
"9781416054788","Stroke (Fifth Edition)",2011,,,"W.B. Saunders",,"http://www.sciencedirect.com/science/book/9781416054788"
"9781437716191","Palliative Care (Second Edition)",2011,,,"W.B. Saunders",,"http://www.sciencedirect.com/science/book/9781437716191"
"9781437727012","Risk, Liability and Malpractice",2011,,,"W.B. Saunders",,"http://www.sciencedirect.com/science/book/9781437727012"
"9780123852205","3C Vision",2011,,,"Elsevier",,"http://www.sciencedirect.com/science/book/9780123852205"
"9781597495929","Securing the Cloud",2011,,,"Syngress",,"http://www.sciencedirect.com/science/book/9781597495929"
"9781597496155","Security Risk Management",2011,,,"Syngress",,"http://www.sciencedirect.com/science/book/9781597496155"
"9780080966403","Valve Amplifiers (Fourth Edition)",2012,,,"Newnes",,"http://www.sciencedirect.com/science/book/9780080966403"
"9780123852168","Exceptional Life Journeys",2012,,,"Elsevier",,"http://www.sciencedirect.com/science/book/9780123852168"
"9780323054058","Berman's Pediatric Decision Making (Fifth Edition)",2011,,,"Mosby",,"http://www.sciencedirect.com/science/book/9780323054058"
"9780323069526","Spine Secrets Plus (Second Edition)",2012,,,"Mosby",,"http://www.sciencedirect.com/science/book/9780323069526"
"9780702031281","Gastrointestinal Endoscopy in Practice",2011,,,"Churchill Livingstone",,"http://www.sciencedirect.com/science/book/9780702031281"
"9781416033622","Nephrology Secrets (Third Edition)",2012,,,"Mosby",,"http://www.sciencedirect.com/science/book/9781416033622"
"9781416061137","Diagnostic Imaging for the Emergency Physician",2011,,,"W.B. Saunders",,"http://www.sciencedirect.com/science/book/9781416061137"
"9781437722420","Essentials of Pain Medicine (Third Edition)",2011,,,"W.B. Saunders",,"http://www.sciencedirect.com/science/book/9781437722420"
"9780702031267","Advanced Operative Dentistry",2011,,,"Churchill Livingstone",,"http://www.sciencedirect.com/science/book/9780702031267"
"9780702035715","Energy Medicine East and West",2011,,,"Churchill Livingstone",,"http://www.sciencedirect.com/science/book/9780702035715"
"9781437719260","Clinical Anatomy and Physiology of the Visual System (Third Edition)",2012,,,"Butterworth-Heinemann",,"http://www.sciencedirect.com/science/book/9781437719260"
"9780857090683","Food Chain Integrity",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9780857090683"
"9780857090720","Improving the Safety and Quality of Eggs and Egg Products: Egg Safety and Nutritional Quality",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9780857090720"
"9780857090904","Postharvest Biology and Technology of Tropical and Subtropical Fruits: Mangosteen to White Sapote",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9780857090904"
"9780857091253","The International Cocoa Trade (Third Edition)",2011,,"Woodhead Publishing Series in Electronic and Optical Materials","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9780857091253"
"9781845694319","Developing Children's Food Products",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845694319"
"9781845694661","Processed Meats",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845694661"
"9781845694852","Rice Quality",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845694852"
"9781845694968","Tracing Pathogens in the Food Chain",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845694968"
"9781845695644","Hygienic Design of Food Factories",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845695644"
"9781845696696","Protective Cultures, Antimicrobial Metabolites and Bacteriophages for Food and Beverage Biopreservation",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845696696"
"9781845696740","Determining Mycotoxins and Mycotoxigenic Fungi in Food and Feed",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845696740"
"9781845696900","Functional Foods (Second Edition)",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845696900"
"9781845697013","Food and Beverage Stability and Shelf Life",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845697013"
"9781845697334","Postharvest Biology and Technology of Tropical and Subtropical Fruits: Fundamental Issues",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845697334"
"9781845697341","Postharvest Biology and Technology of Tropical and Subtropical Fruits: Açai to Citrus",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845697341"
"9781845697358","Postharvest Biology and Technology of Tropical and Subtropical Fruits: Cocona to Mango",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845697358"
"9781845697402","Reducing Saturated Fats in Foods",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845697402"
"9781845697525","Lifetime Nutritional Influences on Cognition, Behaviour and Psychiatric Illness",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845697525"
"9781845697549","Improving the Safety and Quality of Eggs and Egg Products: Egg Chemistry, Production and Consumption",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845697549"
"9781845697587","Handbook of Food Proteins",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845697587"
"9781845697709","Manley’s Technology of Biscuits, Crackers and Cookies (Fourth Edition)",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845697709"
"9781907568046","Matlab® in Bioscience and Biotechnology",2011,,"Woodhead Publishing Series in Biomedicine","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781907568046"
"9781907568060","Practical Leadership for Biopharmaceutical Executives",2011,,"Woodhead Publishing Series in Biomedicine","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781907568060"
"9781907568084","Outsourcing Biopharma R&D to India",2011,,"Woodhead Publishing Series in Biomedicine","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781907568084"
"9781907568541","Allergens and Respiratory Pollutants",2011,,"Woodhead Publishing Series in Biomedicine","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781907568541"
"9780857092403","Group Theory for Chemists (Second Edition)",2011,,"Woodhead Publishing Series in Civil and Structural Engineering","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9780857092403"
"9780857092250","Practical Scientific Computing",2011,,"Woodhead Publishing Series in Food Science, Technology and Nutrition","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9780857092250"
"9781843344735","Website Visibility",2009,,"Chandos Learning and Teaching Series","Chandos Publishing",,"http://www.sciencedirect.com/science/book/9781843344735"
"9781843345886","The Host in the Machine",2010,,"Woodhead Publishing Series in Textiles","Chandos Publishing",,"http://www.sciencedirect.com/science/book/9781843345886"
"9781843346012","Towards a Semantic Web",2011,,"Chandos Information Professional Series","Chandos Publishing",,"http://www.sciencedirect.com/science/book/9781843346012"
"9781843346364","Television Versus the Internet",2010,,"Chandos Publishing Social Media Series","Chandos Publishing",,"http://www.sciencedirect.com/science/book/9781843346364"
"9781845695019","Advanced Separation Techniques for Nuclear Fuel Reprocessing and Radioactive Waste Treatment",2011,,"Woodhead Publishing Series in Energy","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845695019"
"9781845695804","Wind Energy Systems",2011,,"Woodhead Publishing Series in Energy","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845695804"
"9781845696269","Handbook of Advanced Radioactive Waste Conditioning Technologies",2011,,"Woodhead Publishing Series in Energy","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845696269"
"9781845696719","Oxy-Fuel Combustion for Power Generation and Carbon Dioxide (CO2) Capture",2011,,"Woodhead Publishing Series in Energy","Woodhead Publishing",,"http://www.sciencedirect.com/science/book/9781845696719"
