"id","titulo","ano","issn","titulo_serie","editora","autor","url"
"9780128032411","Geofluids",2015,,"Vapor-Liquid Equilibrium Data Bibliography","Elsevier",,"http://www.sciencedirect.com/science/book/9780128032411"
"9780323067768","Occupational Therapy with Aging Adults",2016,,,,,
"9780323100274","Neurology for the Speech-Language Pathologist",2017,,,,,
"9780323172813","Stroke Rehabilitation",2016,,,,,
"9780323310727","Pathology and Intervention in Musculoskeletal Rehabilitation",2016,,,,,
"9780702055140","The Clinician's Handbook of Natural Medicine",2016,,,,,
"9780702059766","Clinical Reasoning in Musculoskeletal Practice",2016,,,,,
"9780723438090","Functional Occlusion in Restorative Dentistry and Prosthodontics",2015,,,,,
"9780323242882","Principles and Practice of Sleep Medicine",2016,,,,,
"9780323296342","Tropical Dermatology",2017,,,,,
"9780323297387","Williams Textbook of Endocrinology",2017,,,,,
"9780323316965","Kelley and Firestein's Textbook of Rheumatology",2017,,,,,
"9780323321068","Neurocritical Care Management of the Neurosurgical Patient",2017,,,,,
"9780323329033","Noyes' Knee Disorders: Surgery, Rehabilitation, Clinical Outcomes",2017,,,,,
"9780323341264","Cell Biology",2017,,,,,
"9780323352147","Fetal and Neonatal Physiology, 2-Volume Set",2016,,,,,
"9780323355155","Fluid, Electrolyte and Acid-Base Physiology",2017,,,,,
"9780323375061","The Travel and Tropical Medicine Manual",2017,,,,,
"9780323375795","Middleton's Allergy Essentials",2016,,,,,
"9780323390064","Assisted Ventilation of the Neonate",2016,,,,,
"9780323390385","Case Competencies in Orthopaedic Surgery",2016,,,,,
"9780323392778","Pediatric Sleep Pearls",2017,,,,,
"9780702040610","Peters' Atlas of Tropical Medicine and Parasitology",2017,,,,,
"9780702062858","Infectious Diseases",2017,,,,,
"9780702066078","Essentials of Global Health",2016,,,,,
"9780323312257","Atlas of Normal Radiographic Anatomy and Anatomic Variants in the Dog and Cat",2016,,,,,
"9780323376518","Small Animal Dermatology",2017,,,,,
"9780323390552","Rebhun's Diseases of Dairy Cattle",2017,,,,,
"9780702042669","Clinical Equine Oncology",2013,,,,,
"9780702052460","Veterinary Medicine",2017,,,,,
"9780723438328","Avian Medicine",2016,,,,,
"9781437723649","Brinker, Piermattei and Flo's Handbook of Small Animal Orthopedics and Fracture Repair",2016,,,,,
"16_NO_ISBN_001","Topics in Agricultural, Biological, and Food Sciences 1",2016,,,,,
"16_NO_ISBN_320","Industrial Oilseed Crops",2015,,,,,
"16_NO_ISBN_321","Sunflower: Chemistry, Production, Processing, and Utilization",2015,,,,,
"16_NO_ISBN_322","Handbook of Lipids in Human Function: Fatty Acids",2015,,,,,
"16_NO_ISBN_323","Polar Lipids: Biology, Chemistry,Technology",2015,,,,,
"16_NO_ISBN_324","Ionic Liquids in Lipid Processing and Analysis: Opportunities and Challenges",2015,,,,,
"16_NO_ISBN_325","Peanuts:  Genetics, Processing, and Utilization (Oilseed Monograph)",2015,,,,,
"16_NO_ISBN_326","Olive and Olive Oil Bioactive Constituents",2015,,,,,
"16_NO_ISBN_327","Oxidative Stability and Shelf Life of Foods Containing Oils and Fats",2015,,,,,
"16_NO_ISBN_328","Soap Manufacturing Technology, 2e",2015,,,,,
"9780081001554","Handbook of Hygiene Control in the Food Industry",2016,,"WPFTN/Woodhead Publishing Series in Food Science, Technology and Nutrition",,,
"9780081002209","Advances in Food Authenticity Testing",2016,,"WPFTN/Woodhead Publishing Series in Food Science, Technology and Nutrition",,,
"9780081003084","Improving Food Quality through Advances in the Cold Food Chain",2017,,"WPFTN/Woodhead Publishing Series in Food Science, Technology and Nutrition",,,
"9780081003091","Non-equilibrium states and glass transitions in foods",2017,,"WPFTN/Woodhead Publishing Series in Food Science, Technology and Nutrition",,,
"9780081003107","Advances in Food Traceability Techniques and Technologies",2017,,"WPFTN/Woodhead Publishing Series in Food Science, Technology and Nutrition",,,
"9780081003299","Developing Food Products for Consumers with Specific Dietary Needs",2017,,"WPFTN/Woodhead Publishing Series in Food Science, Technology and Nutrition",,,
